	series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
62779	CXU330610LB0105M              	U	EXPEND	HOUSING	330610	LB01	05	M	Lawn and garden supplies by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
62780	CXU330610LB0106M              	U	EXPEND	HOUSING	330610	LB01	06	M	Lawn and garden supplies by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
62934	CXU340110LB0102M              	U	EXPEND	HOUSING	340110	LB01	02	M	Postage by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
62935	CXU340110LB0103M              	U	EXPEND	HOUSING	340110	LB01	03	M	Postage by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
62936	CXU340110LB0104M              	U	EXPEND	HOUSING	340110	LB01	04	M	Postage by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
62937	CXU340110LB0105M              	U	EXPEND	HOUSING	340110	LB01	05	M	Postage by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
62938	CXU340110LB0106M              	U	EXPEND	HOUSING	340110	LB01	06	M	Postage by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
63092	CXU340120LB0102M              	U	EXPEND	HOUSING	340120	LB01	02	M	Delivery services by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
63093	CXU340120LB0103M              	U	EXPEND	HOUSING	340120	LB01	03	M	Delivery services by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
63094	CXU340120LB0104M              	U	EXPEND	HOUSING	340120	LB01	04	M	Delivery services by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
63095	CXU340120LB0105M              	U	EXPEND	HOUSING	340120	LB01	05	M	Delivery services by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
63096	CXU340120LB0106M              	U	EXPEND	HOUSING	340120	LB01	06	M	Delivery services by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
63250	CXU340210LB0102M              	U	EXPEND	HOUSING	340210	LB01	02	M	Babysitting and childcare by Income Quintiles: Lowest 20 percent income quintile		2013	A01	2023	A01
63251	CXU340210LB0103M              	U	EXPEND	HOUSING	340210	LB01	03	M	Babysitting and childcare by Income Quintiles: Second 20 percent income quintile		2013	A01	2023	A01
63252	CXU340210LB0104M              	U	EXPEND	HOUSING	340210	LB01	04	M	Babysitting and childcare by Income Quintiles: Third 20 percent income quintile		2013	A01	2023	A01
63253	CXU340210LB0105M              	U	EXPEND	HOUSING	340210	LB01	05	M	Babysitting and childcare by Income Quintiles: Fourth 20 percent income quintile		2013	A01	2023	A01
63254	CXU340210LB0106M              	U	EXPEND	HOUSING	340210	LB01	06	M	Babysitting and childcare by Income Quintiles: Highest 20 percent income quintile		2013	A01	2023	A01
63399	CXU340211LB0102M              	U	EXPEND	HOUSING	340211	LB01	02	M	and child care in your own home (thru by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2013	A01
63400	CXU340211LB0103M              	U	EXPEND	HOUSING	340211	LB01	03	M	and child care in your own home (thru by Income Quintiles: Second 20 percent income quintile		2010	A01	2013	A01
63401	CXU340211LB0104M              	U	EXPEND	HOUSING	340211	LB01	04	M	and child care in your own home (thru by Income Quintiles: Third 20 percent income quintile		2010	A01	2013	A01
63402	CXU340211LB0105M              	U	EXPEND	HOUSING	340211	LB01	05	M	and child care in your own home (thru by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2013	A01
63403	CXU340211LB0106M              	U	EXPEND	HOUSING	340211	LB01	06	M	and child care in your own home (thru by Income Quintiles: Highest 20 percent income quintile		2010	A01	2013	A01
63524	CXU340212LB0102M              	U	EXPEND	HOUSING	340212	LB01	02	M	and child care in someone else''s home by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2013	A01
63525	CXU340212LB0103M              	U	EXPEND	HOUSING	340212	LB01	03	M	and child care in someone else''s home by Income Quintiles: Second 20 percent income quintile		2010	A01	2013	A01
63526	CXU340212LB0104M              	U	EXPEND	HOUSING	340212	LB01	04	M	and child care in someone else''s home by Income Quintiles: Third 20 percent income quintile		2010	A01	2013	A01
63527	CXU340212LB0105M              	U	EXPEND	HOUSING	340212	LB01	05	M	and child care in someone else''s home by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2013	A01
63528	CXU340212LB0106M              	U	EXPEND	HOUSING	340212	LB01	06	M	and child care in someone else''s home by Income Quintiles: Highest 20 percent income quintile		2010	A01	2013	A01
63649	CXU340310LB0102M              	U	EXPEND	HOUSING	340310	LB01	02	M	Housekeeping services by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
63650	CXU340310LB0103M              	U	EXPEND	HOUSING	340310	LB01	03	M	Housekeeping services by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
63651	CXU340310LB0104M              	U	EXPEND	HOUSING	340310	LB01	04	M	Housekeeping services by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
63652	CXU340310LB0105M              	U	EXPEND	HOUSING	340310	LB01	05	M	Housekeeping services by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
63653	CXU340310LB0106M              	U	EXPEND	HOUSING	340310	LB01	06	M	Housekeeping services by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
63807	CXU340410LB0102M              	U	EXPEND	HOUSING	340410	LB01	02	M	Gardening and lawn care service by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
63808	CXU340410LB0103M              	U	EXPEND	HOUSING	340410	LB01	03	M	Gardening and lawn care service by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
63809	CXU340410LB0104M              	U	EXPEND	HOUSING	340410	LB01	04	M	Gardening and lawn care service by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
63810	CXU340410LB0105M              	U	EXPEND	HOUSING	340410	LB01	05	M	Gardening and lawn care service by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
63811	CXU340410LB0106M              	U	EXPEND	HOUSING	340410	LB01	06	M	Gardening and lawn care service by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
63965	CXU340420LB0102M              	U	EXPEND	HOUSING	340420	LB01	02	M	Water softening services by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
63966	CXU340420LB0103M              	U	EXPEND	HOUSING	340420	LB01	03	M	Water softening services by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
63967	CXU340420LB0104M              	U	EXPEND	HOUSING	340420	LB01	04	M	Water softening services by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
63968	CXU340420LB0105M              	U	EXPEND	HOUSING	340420	LB01	05	M	Water softening services by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
63969	CXU340420LB0106M              	U	EXPEND	HOUSING	340420	LB01	06	M	Water softening services by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
64123	CXU340510LB0102M              	U	EXPEND	HOUSING	340510	LB01	02	M	Moving, storage, and freight by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
64124	CXU340510LB0103M              	U	EXPEND	HOUSING	340510	LB01	03	M	Moving, storage, and freight by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
64125	CXU340510LB0104M              	U	EXPEND	HOUSING	340510	LB01	04	M	Moving, storage, and freight by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
64126	CXU340510LB0105M              	U	EXPEND	HOUSING	340510	LB01	05	M	Moving, storage, and freight by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
64127	CXU340510LB0106M              	U	EXPEND	HOUSING	340510	LB01	06	M	Moving, storage, and freight by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
64281	CXU340520LB0102M              	U	EXPEND	HOUSING	340520	LB01	02	M	Household laundry and dry cleaning, sent out (nonclothing) not coin-operated by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
64282	CXU340520LB0103M              	U	EXPEND	HOUSING	340520	LB01	03	M	Household laundry and dry cleaning, sent out (nonclothing) not coin-operated by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
64283	CXU340520LB0104M              	U	EXPEND	HOUSING	340520	LB01	04	M	Household laundry and dry cleaning, sent out (nonclothing) not coin-operated by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
64284	CXU340520LB0105M              	U	EXPEND	HOUSING	340520	LB01	05	M	Household laundry and dry cleaning, sent out (nonclothing) not coin-operated by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
64285	CXU340520LB0106M              	U	EXPEND	HOUSING	340520	LB01	06	M	Household laundry and dry cleaning, sent out (nonclothing) not coin-operated by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
64439	CXU340530LB0102M              	U	EXPEND	HOUSING	340530	LB01	02	M	Coin-operated household laundry and dry cleaning (nonclothing) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
64440	CXU340530LB0103M              	U	EXPEND	HOUSING	340530	LB01	03	M	Coin-operated household laundry and dry cleaning (nonclothing) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
64441	CXU340530LB0104M              	U	EXPEND	HOUSING	340530	LB01	04	M	Coin-operated household laundry and dry cleaning (nonclothing) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
64442	CXU340530LB0105M              	U	EXPEND	HOUSING	340530	LB01	05	M	Coin-operated household laundry and dry cleaning (nonclothing) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
64443	CXU340530LB0106M              	U	EXPEND	HOUSING	340530	LB01	06	M	Coin-operated household laundry and dry cleaning (nonclothing) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
64597	CXU340610LB0102M              	U	EXPEND	ENTRTAIN	340610	LB01	02	M	Repair of televisions, radio, and sound equipment by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
64598	CXU340610LB0103M              	U	EXPEND	ENTRTAIN	340610	LB01	03	M	Repair of televisions, radio, and sound equipment by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
64599	CXU340610LB0104M              	U	EXPEND	ENTRTAIN	340610	LB01	04	M	Repair of televisions, radio, and sound equipment by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
64600	CXU340610LB0105M              	U	EXPEND	ENTRTAIN	340610	LB01	05	M	Repair of televisions, radio, and sound equipment by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
64601	CXU340610LB0106M              	U	EXPEND	ENTRTAIN	340610	LB01	06	M	Repair of televisions, radio, and sound equipment by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
64755	CXU340620LB0102M              	U	EXPEND	HOUSING	340620	LB01	02	M	Appliance repair, including service center by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
64756	CXU340620LB0103M              	U	EXPEND	HOUSING	340620	LB01	03	M	Appliance repair, including service center by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
64757	CXU340620LB0104M              	U	EXPEND	HOUSING	340620	LB01	04	M	Appliance repair, including service center by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
64758	CXU340620LB0105M              	U	EXPEND	HOUSING	340620	LB01	05	M	Appliance repair, including service center by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
64759	CXU340620LB0106M              	U	EXPEND	HOUSING	340620	LB01	06	M	Appliance repair, including service center by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
64913	CXU340630LB0102M              	U	EXPEND	HOUSING	340630	LB01	02	M	Reupholstering, furniture repair by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
64914	CXU340630LB0103M              	U	EXPEND	HOUSING	340630	LB01	03	M	Reupholstering, furniture repair by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
64915	CXU340630LB0104M              	U	EXPEND	HOUSING	340630	LB01	04	M	Reupholstering, furniture repair by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
64916	CXU340630LB0105M              	U	EXPEND	HOUSING	340630	LB01	05	M	Reupholstering, furniture repair by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
64917	CXU340630LB0106M              	U	EXPEND	HOUSING	340630	LB01	06	M	Reupholstering, furniture repair by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
65071	CXU340901LB0102M              	U	EXPEND	HOUSING	340901	LB01	02	M	Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
65072	CXU340901LB0103M              	U	EXPEND	HOUSING	340901	LB01	03	M	Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
65073	CXU340901LB0104M              	U	EXPEND	HOUSING	340901	LB01	04	M	Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
65074	CXU340901LB0105M              	U	EXPEND	HOUSING	340901	LB01	05	M	Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
65075	CXU340901LB0106M              	U	EXPEND	HOUSING	340901	LB01	06	M	Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
65229	CXU340902LB0102M              	U	EXPEND	ENTRTAIN	340902	LB01	02	M	Rental of televisions by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
65230	CXU340902LB0103M              	U	EXPEND	ENTRTAIN	340902	LB01	03	M	Rental of televisions by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
65231	CXU340902LB0104M              	U	EXPEND	ENTRTAIN	340902	LB01	04	M	Rental of televisions by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
65232	CXU340902LB0105M              	U	EXPEND	ENTRTAIN	340902	LB01	05	M	Rental of televisions by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
65233	CXU340902LB0106M              	U	EXPEND	ENTRTAIN	340902	LB01	06	M	Rental of televisions by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
65387	CXU340903LB0102M              	U	EXPEND	HOUSING	340903	LB01	02	M	Other home services by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
65388	CXU340903LB0103M              	U	EXPEND	HOUSING	340903	LB01	03	M	Other home services by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
65389	CXU340903LB0104M              	U	EXPEND	HOUSING	340903	LB01	04	M	Other home services by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
65390	CXU340903LB0105M              	U	EXPEND	HOUSING	340903	LB01	05	M	Other home services by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
65391	CXU340903LB0106M              	U	EXPEND	HOUSING	340903	LB01	06	M	Other home services by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
